SimulationSecond,ReceiveRate,PacketsReceived,NumberOfSinks,RoutingProtocol,TransmissionPower
197,18.432,36,10,DSR,7.5
198,18.432,36,10,DSR,7.5
199,17.92,35,10,DSR,7.5
200,18.432,36,10,DSR,7.5
201,18.432,36,10,DSR,7.5
202,18.432,36,10,DSR,7.5
203,15.872,31,10,DSR,7.5
204,16.384,32,10,DSR,7.5
205,18.944,37,10,DSR,7.5
206,18.432,36,10,DSR,7.5
207,18.432,36,10,DSR,7.5
208,18.432,36,10,DSR,7.5
209,18.432,36,10,DSR,7.5
210,18.432,36,10,DSR,7.5
211,16.896,33,10,DSR,7.5
212,18.432,36,10,DSR,7.5
213,18.432,36,10,DSR,7.5
214,18.432,36,10,DSR,7.5
215,17.92,35,10,DSR,7.5
216,17.92,35,10,DSR,7.5
217,18.432,36,10,DSR,7.5
218,18.432,36,10,DSR,7.5
219,17.92,35,10,DSR,7.5
220,17.408,34,10,DSR,7.5
221,18.432,36,10,DSR,7.5
222,18.432,36,10,DSR,7.5
223,18.432,36,10,DSR,7.5
224,18.432,36,10,DSR,7.5
225,18.432,36,10,DSR,7.5
226,18.432,36,10,DSR,7.5
227,17.92,35,10,DSR,7.5
228,18.432,36,10,DSR,7.5
229,17.92,35,10,DSR,7.5
230,18.432,36,10,DSR,7.5
231,15.36,30,10,DSR,7.5
232,18.432,36,10,DSR,7.5
233,18.432,36,10,DSR,7.5
234,18.432,36,10,DSR,7.5
235,18.432,36,10,DSR,7.5
236,18.432,36,10,DSR,7.5
237,20.48,40,10,DSR,7.5
238,19.456,38,10,DSR,7.5
239,18.432,36,10,DSR,7.5
240,17.92,35,10,DSR,7.5
241,17.408,34,10,DSR,7.5
242,18.432,36,10,DSR,7.5
243,17.92,35,10,DSR,7.5
244,18.432,36,10,DSR,7.5
245,16.384,32,10,DSR,7.5
246,16.384,32,10,DSR,7.5
247,19.968,39,10,DSR,7.5
248,18.432,36,10,DSR,7.5
249,19.968,39,10,DSR,7.5
250,18.944,37,10,DSR,7.5
251,18.432,36,10,DSR,7.5
252,19.968,39,10,DSR,7.5
253,18.432,36,10,DSR,7.5
254,20.48,40,10,DSR,7.5
255,19.968,39,10,DSR,7.5
256,19.968,39,10,DSR,7.5
257,17.408,34,10,DSR,7.5
258,21.504,42,10,DSR,7.5
259,17.92,35,10,DSR,7.5
260,20.992,41,10,DSR,7.5
261,18.432,36,10,DSR,7.5
262,18.432,36,10,DSR,7.5
263,18.944,37,10,DSR,7.5
264,20.48,40,10,DSR,7.5
265,20.48,40,10,DSR,7.5
266,20.48,40,10,DSR,7.5
267,19.968,39,10,DSR,7.5
268,20.48,40,10,DSR,7.5
269,20.48,40,10,DSR,7.5
270,20.48,40,10,DSR,7.5
271,20.48,40,10,DSR,7.5
272,20.48,40,10,DSR,7.5
273,19.456,38,10,DSR,7.5
274,20.992,41,10,DSR,7.5
275,20.48,40,10,DSR,7.5
276,16.896,33,10,DSR,7.5
277,20.48,40,10,DSR,7.5
278,20.48,40,10,DSR,7.5
279,20.48,40,10,DSR,7.5
280,20.48,40,10,DSR,7.5
281,20.48,40,10,DSR,7.5
282,20.48,40,10,DSR,7.5
283,20.48,40,10,DSR,7.5
284,20.48,40,10,DSR,7.5
285,20.48,40,10,DSR,7.5
286,20.48,40,10,DSR,7.5
287,20.48,40,10,DSR,7.5
288,19.456,38,10,DSR,7.5
289,19.456,38,10,DSR,7.5
290,20.48,40,10,DSR,7.5
291,18.432,36,10,DSR,7.5
292,18.944,37,10,DSR,7.5
293,21.504,42,10,DSR,7.5
294,20.48,40,10,DSR,7.5
295,20.48,40,10,DSR,7.5
296,19.456,38,10,DSR,7.5
297,18.432,36,10,DSR,7.5
298,18.432,36,10,DSR,7.5
299,20.992,41,10,DSR,7.5
300,19.968,39,10,DSR,7.5
301,19.968,39,10,DSR,7.5
302,18.432,36,10,DSR,7.5
303,18.432,36,10,DSR,7.5
304,18.944,37,10,DSR,7.5
305,19.456,38,10,DSR,7.5
306,19.456,38,10,DSR,7.5
307,18.432,36,10,DSR,7.5
308,17.92,35,10,DSR,7.5
309,17.92,35,10,DSR,7.5
310,16.384,32,10,DSR,7.5
311,16.384,32,10,DSR,7.5
312,15.872,31,10,DSR,7.5
313,16.896,33,10,DSR,7.5
314,16.896,33,10,DSR,7.5
315,18.432,36,10,DSR,7.5
316,18.432,36,10,DSR,7.5
317,18.432,36,10,DSR,7.5
318,17.92,35,10,DSR,7.5
319,18.432,36,10,DSR,7.5
320,18.432,36,10,DSR,7.5
321,18.432,36,10,DSR,7.5
322,18.432,36,10,DSR,7.5
323,20.992,41,10,DSR,7.5
324,18.432,36,10,DSR,7.5
325,18.432,36,10,DSR,7.5
326,18.432,36,10,DSR,7.5
327,18.432,36,10,DSR,7.5
328,18.432,36,10,DSR,7.5
329,19.456,38,10,DSR,7.5
330,20.992,41,10,DSR,7.5
331,19.968,39,10,DSR,7.5
332,19.456,38,10,DSR,7.5
333,19.456,38,10,DSR,7.5
334,18.432,36,10,DSR,7.5
335,19.968,39,10,DSR,7.5
336,20.48,40,10,DSR,7.5
337,19.456,38,10,DSR,7.5
338,20.48,40,10,DSR,7.5
339,20.48,40,10,DSR,7.5
340,19.968,39,10,DSR,7.5
341,20.48,40,10,DSR,7.5
342,20.48,40,10,DSR,7.5
343,20.48,40,10,DSR,7.5
344,20.48,40,10,DSR,7.5
345,20.48,40,10,DSR,7.5
346,20.48,40,10,DSR,7.5
347,20.48,40,10,DSR,7.5
348,18.432,36,10,DSR,7.5
349,17.408,34,10,DSR,7.5
350,18.432,36,10,DSR,7.5
351,18.432,36,10,DSR,7.5
352,19.968,39,10,DSR,7.5
353,20.48,40,10,DSR,7.5
354,20.48,40,10,DSR,7.5
355,20.48,40,10,DSR,7.5
356,20.48,40,10,DSR,7.5
357,20.48,40,10,DSR,7.5
358,20.48,40,10,DSR,7.5
359,20.48,40,10,DSR,7.5
360,20.48,40,10,DSR,7.5
361,20.48,40,10,DSR,7.5
362,20.48,40,10,DSR,7.5
363,20.48,40,10,DSR,7.5
364,20.48,40,10,DSR,7.5
365,20.48,40,10,DSR,7.5
366,20.48,40,10,DSR,7.5
367,20.48,40,10,DSR,7.5
368,19.456,38,10,DSR,7.5
369,20.992,41,10,DSR,7.5
370,20.48,40,10,DSR,7.5
371,20.48,40,10,DSR,7.5
372,19.968,39,10,DSR,7.5
373,20.48,40,10,DSR,7.5
374,20.48,40,10,DSR,7.5
375,20.48,40,10,DSR,7.5
376,20.48,40,10,DSR,7.5
377,20.48,40,10,DSR,7.5
378,20.48,40,10,DSR,7.5
379,20.48,40,10,DSR,7.5
380,20.48,40,10,DSR,7.5
381,20.48,40,10,DSR,7.5
382,20.48,40,10,DSR,7.5
383,20.48,40,10,DSR,7.5
384,20.48,40,10,DSR,7.5
385,20.48,40,10,DSR,7.5
386,20.48,40,10,DSR,7.5
387,20.48,40,10,DSR,7.5
388,20.48,40,10,DSR,7.5
389,20.48,40,10,DSR,7.5
390,19.968,39,10,DSR,7.5
391,20.48,40,10,DSR,7.5
392,20.48,40,10,DSR,7.5
393,19.456,38,10,DSR,7.5
394,18.944,37,10,DSR,7.5
395,18.944,37,10,DSR,7.5
396,20.48,40,10,DSR,7.5
397,19.968,39,10,DSR,7.5
398,20.48,40,10,DSR,7.5
399,19.456,38,10,DSR,7.5
400,20.48,40,10,DSR,7.5
401,20.48,40,10,DSR,7.5
402,20.48,40,10,DSR,7.5
403,19.456,38,10,DSR,7.5
404,20.48,40,10,DSR,7.5
405,20.48,40,10,DSR,7.5
406,20.48,40,10,DSR,7.5
407,19.968,39,10,DSR,7.5
408,18.944,37,10,DSR,7.5
409,18.944,37,10,DSR,7.5
410,21.504,42,10,DSR,7.5
411,20.48,40,10,DSR,7.5
412,19.456,38,10,DSR,7.5
413,19.968,39,10,DSR,7.5
414,20.48,40,10,DSR,7.5
415,20.48,40,10,DSR,7.5
416,20.48,40,10,DSR,7.5
417,19.456,38,10,DSR,7.5
418,19.456,38,10,DSR,7.5
419,19.968,39,10,DSR,7.5
420,20.48,40,10,DSR,7.5
421,18.944,37,10,DSR,7.5
422,18.432,36,10,DSR,7.5
423,17.408,34,10,DSR,7.5
424,17.408,34,10,DSR,7.5
425,16.896,33,10,DSR,7.5
426,19.456,38,10,DSR,7.5
427,20.48,40,10,DSR,7.5
428,20.48,40,10,DSR,7.5
429,20.48,40,10,DSR,7.5
430,20.48,40,10,DSR,7.5
431,20.48,40,10,DSR,7.5
432,20.48,40,10,DSR,7.5
433,20.48,40,10,DSR,7.5
434,19.968,39,10,DSR,7.5
435,20.48,40,10,DSR,7.5
436,20.48,40,10,DSR,7.5
437,19.968,39,10,DSR,7.5
438,19.968,39,10,DSR,7.5
439,20.992,41,10,DSR,7.5
440,20.48,40,10,DSR,7.5
441,20.48,40,10,DSR,7.5
442,20.48,40,10,DSR,7.5
443,20.48,40,10,DSR,7.5
444,20.48,40,10,DSR,7.5
445,20.48,40,10,DSR,7.5
446,20.48,40,10,DSR,7.5
447,20.48,40,10,DSR,7.5
448,20.48,40,10,DSR,7.5
449,20.48,40,10,DSR,7.5
450,20.48,40,10,DSR,7.5
451,20.48,40,10,DSR,7.5
452,20.48,40,10,DSR,7.5
453,20.48,40,10,DSR,7.5
454,20.48,40,10,DSR,7.5
455,20.48,40,10,DSR,7.5
456,20.48,40,10,DSR,7.5
457,20.48,40,10,DSR,7.5
458,20.48,40,10,DSR,7.5
459,20.48,40,10,DSR,7.5
460,20.48,40,10,DSR,7.5
461,20.48,40,10,DSR,7.5
462,20.48,40,10,DSR,7.5
463,20.48,40,10,DSR,7.5
464,20.48,40,10,DSR,7.5
465,20.48,40,10,DSR,7.5
466,20.48,40,10,DSR,7.5
467,19.456,38,10,DSR,7.5
468,20.992,41,10,DSR,7.5
469,20.48,40,10,DSR,7.5
470,20.48,40,10,DSR,7.5
471,20.48,40,10,DSR,7.5
472,20.48,40,10,DSR,7.5
473,20.48,40,10,DSR,7.5
474,20.48,40,10,DSR,7.5
475,19.968,39,10,DSR,7.5
476,19.968,39,10,DSR,7.5
477,20.48,40,10,DSR,7.5
478,20.48,40,10,DSR,7.5
479,20.48,40,10,DSR,7.5
480,20.48,40,10,DSR,7.5
481,20.48,40,10,DSR,7.5
482,20.48,40,10,DSR,7.5
483,20.48,40,10,DSR,7.5
484,20.48,40,10,DSR,7.5
485,20.48,40,10,DSR,7.5
486,19.456,38,10,DSR,7.5
487,20.48,40,10,DSR,7.5
488,20.48,40,10,DSR,7.5
489,20.48,40,10,DSR,7.5
490,20.48,40,10,DSR,7.5
491,20.48,40,10,DSR,7.5
492,20.48,40,10,DSR,7.5
493,18.944,37,10,DSR,7.5
494,19.968,39,10,DSR,7.5
495,20.48,40,10,DSR,7.5
496,20.48,40,10,DSR,7.5
497,20.48,40,10,DSR,7.5
498,20.48,40,10,DSR,7.5
499,20.48,40,10,DSR,7.5
500,20.48,40,10,DSR,7.5
501,20.48,40,10,DSR,7.5
502,20.48,40,10,DSR,7.5
503,20.48,40,10,DSR,7.5
504,20.48,40,10,DSR,7.5
505,19.968,39,10,DSR,7.5
506,20.48,40,10,DSR,7.5
507,20.48,40,10,DSR,7.5
508,19.456,38,10,DSR,7.5
509,19.456,38,10,DSR,7.5
510,20.48,40,10,DSR,7.5
511,20.48,40,10,DSR,7.5
512,18.944,37,10,DSR,7.5
513,19.968,39,10,DSR,7.5
514,20.48,40,10,DSR,7.5
515,20.48,40,10,DSR,7.5
516,20.48,40,10,DSR,7.5
517,20.48,40,10,DSR,7.5
518,20.48,40,10,DSR,7.5
519,19.456,38,10,DSR,7.5
520,19.968,39,10,DSR,7.5
521,20.48,40,10,DSR,7.5
522,20.48,40,10,DSR,7.5
523,20.48,40,10,DSR,7.5
524,19.968,39,10,DSR,7.5
525,20.992,41,10,DSR,7.5
526,20.48,40,10,DSR,7.5
527,20.48,40,10,DSR,7.5
528,20.48,40,10,DSR,7.5
529,20.48,40,10,DSR,7.5
530,19.968,39,10,DSR,7.5
531,20.48,40,10,DSR,7.5
532,20.48,40,10,DSR,7.5
533,20.48,40,10,DSR,7.5
534,20.48,40,10,DSR,7.5
535,20.48,40,10,DSR,7.5
536,20.48,40,10,DSR,7.5
537,20.48,40,10,DSR,7.5
538,20.48,40,10,DSR,7.5
539,20.48,40,10,DSR,7.5
540,20.48,40,10,DSR,7.5
541,19.968,39,10,DSR,7.5
542,19.968,39,10,DSR,7.5
543,20.48,40,10,DSR,7.5
544,18.944,37,10,DSR,7.5
545,19.968,39,10,DSR,7.5
546,18.944,37,10,DSR,7.5
547,19.968,39,10,DSR,7.5
548,19.968,39,10,DSR,7.5
549,20.48,40,10,DSR,7.5
550,20.48,40,10,DSR,7.5
551,17.92,35,10,DSR,7.5
552,18.432,36,10,DSR,7.5
553,18.432,36,10,DSR,7.5
554,18.432,36,10,DSR,7.5
555,18.432,36,10,DSR,7.5
556,18.432,36,10,DSR,7.5
557,18.432,36,10,DSR,7.5
558,18.432,36,10,DSR,7.5
559,18.432,36,10,DSR,7.5
560,20.48,40,10,DSR,7.5
561,19.968,39,10,DSR,7.5
562,18.944,37,10,DSR,7.5
563,18.944,37,10,DSR,7.5
564,18.432,36,10,DSR,7.5
565,19.456,38,10,DSR,7.5
566,20.48,40,10,DSR,7.5
567,20.48,40,10,DSR,7.5
568,20.48,40,10,DSR,7.5
569,20.48,40,10,DSR,7.5
570,20.48,40,10,DSR,7.5
571,20.48,40,10,DSR,7.5
572,20.48,40,10,DSR,7.5
573,20.48,40,10,DSR,7.5
574,19.968,39,10,DSR,7.5
575,20.48,40,10,DSR,7.5
576,20.48,40,10,DSR,7.5
577,20.48,40,10,DSR,7.5
578,20.48,40,10,DSR,7.5
579,19.968,39,10,DSR,7.5
580,20.48,40,10,DSR,7.5
581,19.968,39,10,DSR,7.5
582,20.48,40,10,DSR,7.5
583,19.968,39,10,DSR,7.5
584,20.48,40,10,DSR,7.5
585,20.48,40,10,DSR,7.5
586,20.48,40,10,DSR,7.5
587,20.48,40,10,DSR,7.5
588,20.48,40,10,DSR,7.5
589,20.48,40,10,DSR,7.5
590,20.48,40,10,DSR,7.5
591,20.48,40,10,DSR,7.5
592,19.968,39,10,DSR,7.5
593,19.968,39,10,DSR,7.5
594,20.48,40,10,DSR,7.5
595,20.48,40,10,DSR,7.5
596,20.48,40,10,DSR,7.5
597,20.48,40,10,DSR,7.5
598,20.48,40,10,DSR,7.5
599,20.48,40,10,DSR,7.5
600,20.48,40,10,DSR,7.5
601,20.48,40,10,DSR,7.5
602,20.48,40,10,DSR,7.5
603,20.48,40,10,DSR,7.5
604,19.968,39,10,DSR,7.5
605,20.48,40,10,DSR,7.5
606,18.432,36,10,DSR,7.5
607,19.968,39,10,DSR,7.5
608,20.48,40,10,DSR,7.5
609,19.968,39,10,DSR,7.5
610,20.992,41,10,DSR,7.5
611,20.48,40,10,DSR,7.5
612,20.48,40,10,DSR,7.5
613,20.48,40,10,DSR,7.5
614,20.48,40,10,DSR,7.5
615,20.48,40,10,DSR,7.5
616,19.968,39,10,DSR,7.5
617,18.432,36,10,DSR,7.5
618,19.968,39,10,DSR,7.5
619,20.48,40,10,DSR,7.5
620,19.968,39,10,DSR,7.5
621,20.48,40,10,DSR,7.5
622,20.48,40,10,DSR,7.5
623,20.48,40,10,DSR,7.5
624,20.48,40,10,DSR,7.5
625,20.48,40,10,DSR,7.5
626,20.48,40,10,DSR,7.5
627,19.968,39,10,DSR,7.5
628,20.48,40,10,DSR,7.5
629,20.48,40,10,DSR,7.5
630,20.48,40,10,DSR,7.5
631,20.48,40,10,DSR,7.5
632,20.48,40,10,DSR,7.5
633,19.968,39,10,DSR,7.5
634,20.48,40,10,DSR,7.5
635,20.48,40,10,DSR,7.5
636,20.48,40,10,DSR,7.5
637,20.48,40,10,DSR,7.5
638,20.48,40,10,DSR,7.5
639,19.968,39,10,DSR,7.5
640,20.48,40,10,DSR,7.5
641,20.48,40,10,DSR,7.5
642,20.48,40,10,DSR,7.5
643,20.48,40,10,DSR,7.5
644,20.48,40,10,DSR,7.5
645,19.968,39,10,DSR,7.5
646,20.48,40,10,DSR,7.5
647,20.48,40,10,DSR,7.5
648,20.48,40,10,DSR,7.5
649,20.48,40,10,DSR,7.5
650,20.48,40,10,DSR,7.5
651,20.48,40,10,DSR,7.5
652,20.48,40,10,DSR,7.5
653,20.48,40,10,DSR,7.5
654,19.968,39,10,DSR,7.5
655,20.48,40,10,DSR,7.5
656,19.968,39,10,DSR,7.5
657,20.48,40,10,DSR,7.5
658,20.48,40,10,DSR,7.5
659,20.48,40,10,DSR,7.5
660,20.48,40,10,DSR,7.5
661,20.48,40,10,DSR,7.5
662,20.48,40,10,DSR,7.5
663,19.456,38,10,DSR,7.5
664,20.48,40,10,DSR,7.5
665,20.48,40,10,DSR,7.5
666,20.48,40,10,DSR,7.5
667,20.48,40,10,DSR,7.5
668,20.48,40,10,DSR,7.5
669,19.968,39,10,DSR,7.5
670,18.944,37,10,DSR,7.5
671,18.944,37,10,DSR,7.5
672,19.456,38,10,DSR,7.5
673,19.456,38,10,DSR,7.5
674,20.48,40,10,DSR,7.5
675,20.48,40,10,DSR,7.5
676,20.48,40,10,DSR,7.5
677,20.48,40,10,DSR,7.5
678,20.48,40,10,DSR,7.5
679,20.48,40,10,DSR,7.5
680,20.48,40,10,DSR,7.5
681,20.48,40,10,DSR,7.5
682,19.968,39,10,DSR,7.5
683,18.944,37,10,DSR,7.5
684,20.992,41,10,DSR,7.5
685,20.48,40,10,DSR,7.5
686,20.48,40,10,DSR,7.5
687,20.48,40,10,DSR,7.5
688,19.968,39,10,DSR,7.5
689,19.968,39,10,DSR,7.5
690,18.432,36,10,DSR,7.5
691,19.456,38,10,DSR,7.5
692,20.48,40,10,DSR,7.5
693,20.48,40,10,DSR,7.5
694,20.48,40,10,DSR,7.5
695,20.48,40,10,DSR,7.5
696,19.968,39,10,DSR,7.5
697,20.992,41,10,DSR,7.5
698,20.48,40,10,DSR,7.5
699,20.48,40,10,DSR,7.5
700,20.48,40,10,DSR,7.5
701,20.48,40,10,DSR,7.5
702,20.48,40,10,DSR,7.5
703,18.944,37,10,DSR,7.5
704,19.968,39,10,DSR,7.5
705,19.968,39,10,DSR,7.5
706,19.456,38,10,DSR,7.5
707,19.968,39,10,DSR,7.5
708,20.48,40,10,DSR,7.5
709,20.48,40,10,DSR,7.5
710,20.48,40,10,DSR,7.5
711,20.48,40,10,DSR,7.5
712,20.48,40,10,DSR,7.5
713,20.48,40,10,DSR,7.5
714,20.48,40,10,DSR,7.5
715,20.48,40,10,DSR,7.5
716,20.48,40,10,DSR,7.5
717,19.456,38,10,DSR,7.5
718,20.48,40,10,DSR,7.5
719,20.48,40,10,DSR,7.5
720,20.48,40,10,DSR,7.5
721,20.48,40,10,DSR,7.5
722,20.48,40,10,DSR,7.5
723,20.48,40,10,DSR,7.5
724,20.48,40,10,DSR,7.5
725,20.48,40,10,DSR,7.5
726,20.48,40,10,DSR,7.5
727,20.48,40,10,DSR,7.5
728,20.48,40,10,DSR,7.5
729,20.48,40,10,DSR,7.5
730,20.48,40,10,DSR,7.5
731,20.48,40,10,DSR,7.5
732,19.968,39,10,DSR,7.5
733,20.48,40,10,DSR,7.5
734,20.48,40,10,DSR,7.5
735,20.48,40,10,DSR,7.5
736,20.48,40,10,DSR,7.5
737,19.968,39,10,DSR,7.5
738,19.456,38,10,DSR,7.5
739,19.968,39,10,DSR,7.5
740,20.48,40,10,DSR,7.5
741,20.48,40,10,DSR,7.5
742,20.48,40,10,DSR,7.5
743,19.456,38,10,DSR,7.5
744,20.48,40,10,DSR,7.5
745,20.48,40,10,DSR,7.5
746,20.48,40,10,DSR,7.5
747,20.48,40,10,DSR,7.5
748,20.48,40,10,DSR,7.5
749,20.48,40,10,DSR,7.5
750,20.48,40,10,DSR,7.5
751,20.48,40,10,DSR,7.5
752,20.48,40,10,DSR,7.5
753,20.48,40,10,DSR,7.5
754,19.968,39,10,DSR,7.5
755,20.48,40,10,DSR,7.5
756,20.48,40,10,DSR,7.5
757,20.48,40,10,DSR,7.5
758,20.48,40,10,DSR,7.5
759,20.48,40,10,DSR,7.5
760,20.48,40,10,DSR,7.5
761,20.48,40,10,DSR,7.5
762,20.48,40,10,DSR,7.5
763,20.48,40,10,DSR,7.5
764,20.48,40,10,DSR,7.5
765,20.48,40,10,DSR,7.5
766,20.48,40,10,DSR,7.5
767,20.48,40,10,DSR,7.5
768,20.48,40,10,DSR,7.5
769,20.48,40,10,DSR,7.5
770,20.48,40,10,DSR,7.5
771,20.48,40,10,DSR,7.5
772,19.968,39,10,DSR,7.5
773,20.48,40,10,DSR,7.5
774,20.48,40,10,DSR,7.5
775,20.48,40,10,DSR,7.5
776,20.48,40,10,DSR,7.5
777,19.968,39,10,DSR,7.5
778,19.968,39,10,DSR,7.5
779,20.48,40,10,DSR,7.5
780,20.48,40,10,DSR,7.5
781,20.48,40,10,DSR,7.5
782,19.968,39,10,DSR,7.5
