SimulationSecond,ReceiveRate,PacketsReceived,NumberOfSinks,RoutingProtocol,TransmissionPower
0,0,0,15,DSR,7.5
1,0,0,15,DSR,7.5
2,0,0,15,DSR,7.5
3,0,0,15,DSR,7.5
4,0,0,15,DSR,7.5
5,0,0,15,DSR,7.5
6,0,0,15,DSR,7.5
7,0,0,15,DSR,7.5
8,0,0,15,DSR,7.5
9,0,0,15,DSR,7.5
10,0,0,15,DSR,7.5
11,0,0,15,DSR,7.5
12,0,0,15,DSR,7.5
13,0,0,15,DSR,7.5
14,0,0,15,DSR,7.5
15,0,0,15,DSR,7.5
16,0,0,15,DSR,7.5
17,0,0,15,DSR,7.5
18,0,0,15,DSR,7.5
19,0,0,15,DSR,7.5
20,0,0,15,DSR,7.5
21,0,0,15,DSR,7.5
22,0,0,15,DSR,7.5
23,0,0,15,DSR,7.5
24,0,0,15,DSR,7.5
25,0,0,15,DSR,7.5
26,0,0,15,DSR,7.5
27,0,0,15,DSR,7.5
28,0,0,15,DSR,7.5
29,0,0,15,DSR,7.5
30,0,0,15,DSR,7.5
31,0,0,15,DSR,7.5
32,0,0,15,DSR,7.5
33,0,0,15,DSR,7.5
34,0,0,15,DSR,7.5
35,0,0,15,DSR,7.5
36,0,0,15,DSR,7.5
37,0,0,15,DSR,7.5
38,0,0,15,DSR,7.5
39,0,0,15,DSR,7.5
40,0,0,15,DSR,7.5
41,0,0,15,DSR,7.5
42,0,0,15,DSR,7.5
43,0,0,15,DSR,7.5
44,0,0,15,DSR,7.5
45,0,0,15,DSR,7.5
46,0,0,15,DSR,7.5
47,0,0,15,DSR,7.5
48,0,0,15,DSR,7.5
49,0,0,15,DSR,7.5
50,0,0,15,DSR,7.5
51,0,0,15,DSR,7.5
52,0,0,15,DSR,7.5
53,0,0,15,DSR,7.5
54,0,0,15,DSR,7.5
55,0,0,15,DSR,7.5
56,0,0,15,DSR,7.5
57,0,0,15,DSR,7.5
58,0,0,15,DSR,7.5
59,0,0,15,DSR,7.5
60,0,0,15,DSR,7.5
61,0,0,15,DSR,7.5
62,0,0,15,DSR,7.5
63,0,0,15,DSR,7.5
64,0,0,15,DSR,7.5
65,0,0,15,DSR,7.5
66,0,0,15,DSR,7.5
67,0,0,15,DSR,7.5
68,0,0,15,DSR,7.5
69,0,0,15,DSR,7.5
70,0,0,15,DSR,7.5
71,0,0,15,DSR,7.5
72,0,0,15,DSR,7.5
73,0,0,15,DSR,7.5
74,0,0,15,DSR,7.5
75,0,0,15,DSR,7.5
76,0,0,15,DSR,7.5
77,0,0,15,DSR,7.5
78,0,0,15,DSR,7.5
79,0,0,15,DSR,7.5
80,0,0,15,DSR,7.5
81,0,0,15,DSR,7.5
82,0,0,15,DSR,7.5
83,0,0,15,DSR,7.5
84,0,0,15,DSR,7.5
85,0,0,15,DSR,7.5
86,0,0,15,DSR,7.5
87,0,0,15,DSR,7.5
88,0,0,15,DSR,7.5
89,0,0,15,DSR,7.5
90,0,0,15,DSR,7.5
91,0,0,15,DSR,7.5
92,0,0,15,DSR,7.5
93,0,0,15,DSR,7.5
94,0,0,15,DSR,7.5
95,0,0,15,DSR,7.5
96,0,0,15,DSR,7.5
97,0,0,15,DSR,7.5
98,0,0,15,DSR,7.5
99,0,0,15,DSR,7.5
100,0,0,15,DSR,7.5
101,5.632,11,15,DSR,7.5
102,25.6,50,15,DSR,7.5
103,31.744,62,15,DSR,7.5
104,29.696,58,15,DSR,7.5
105,28.672,56,15,DSR,7.5
106,28.16,55,15,DSR,7.5
107,28.672,56,15,DSR,7.5
108,28.672,56,15,DSR,7.5
109,28.672,56,15,DSR,7.5
110,28.16,55,15,DSR,7.5
111,28.16,55,15,DSR,7.5
112,28.672,56,15,DSR,7.5
113,27.648,54,15,DSR,7.5
114,28.672,56,15,DSR,7.5
115,28.16,55,15,DSR,7.5
116,54.272,106,15,DSR,7.5
117,34.304,67,15,DSR,7.5
118,27.136,53,15,DSR,7.5
119,28.16,55,15,DSR,7.5
120,28.16,55,15,DSR,7.5
121,28.672,56,15,DSR,7.5
122,31.232,61,15,DSR,7.5
123,28.672,56,15,DSR,7.5
124,27.136,53,15,DSR,7.5
125,24.064,47,15,DSR,7.5
126,32.768,64,15,DSR,7.5
127,29.184,57,15,DSR,7.5
128,27.136,53,15,DSR,7.5
129,25.6,50,15,DSR,7.5
130,26.112,51,15,DSR,7.5
131,26.112,51,15,DSR,7.5
132,29.184,57,15,DSR,7.5
133,29.696,58,15,DSR,7.5
134,28.16,55,15,DSR,7.5
135,28.16,55,15,DSR,7.5
136,29.696,58,15,DSR,7.5
137,29.696,58,15,DSR,7.5
138,29.184,57,15,DSR,7.5
139,28.16,55,15,DSR,7.5
140,29.184,57,15,DSR,7.5
141,28.16,55,15,DSR,7.5
142,28.16,55,15,DSR,7.5
143,29.184,57,15,DSR,7.5
144,27.648,54,15,DSR,7.5
145,29.184,57,15,DSR,7.5
146,28.672,56,15,DSR,7.5
147,28.672,56,15,DSR,7.5
148,27.136,53,15,DSR,7.5
149,28.672,56,15,DSR,7.5
150,27.648,54,15,DSR,7.5
151,27.648,54,15,DSR,7.5
152,31.232,61,15,DSR,7.5
153,30.72,60,15,DSR,7.5
154,30.72,60,15,DSR,7.5
155,27.136,53,15,DSR,7.5
156,27.648,54,15,DSR,7.5
157,29.696,58,15,DSR,7.5
158,28.16,55,15,DSR,7.5
159,31.744,62,15,DSR,7.5
160,30.72,60,15,DSR,7.5
161,30.208,59,15,DSR,7.5
162,30.72,60,15,DSR,7.5
163,29.184,57,15,DSR,7.5
164,29.184,57,15,DSR,7.5
165,28.16,55,15,DSR,7.5
166,26.624,52,15,DSR,7.5
167,30.72,60,15,DSR,7.5
168,30.72,60,15,DSR,7.5
169,30.72,60,15,DSR,7.5
170,30.72,60,15,DSR,7.5
171,30.72,60,15,DSR,7.5
172,30.72,60,15,DSR,7.5
173,30.208,59,15,DSR,7.5
174,30.208,59,15,DSR,7.5
175,30.72,60,15,DSR,7.5
176,30.72,60,15,DSR,7.5
177,30.72,60,15,DSR,7.5
178,30.72,60,15,DSR,7.5
179,30.72,60,15,DSR,7.5
180,30.72,60,15,DSR,7.5
181,30.72,60,15,DSR,7.5
182,29.184,57,15,DSR,7.5
183,28.672,56,15,DSR,7.5
184,30.208,59,15,DSR,7.5
185,30.208,59,15,DSR,7.5
186,28.672,56,15,DSR,7.5
187,29.696,58,15,DSR,7.5
188,28.672,56,15,DSR,7.5
189,28.672,56,15,DSR,7.5
190,27.648,54,15,DSR,7.5
191,28.16,55,15,DSR,7.5
192,27.136,53,15,DSR,7.5
193,27.136,53,15,DSR,7.5
194,23.552,46,15,DSR,7.5
195,28.16,55,15,DSR,7.5
196,23.552,46,15,DSR,7.5
197,26.624,52,15,DSR,7.5
198,25.6,50,15,DSR,7.5
199,26.112,51,15,DSR,7.5
200,26.624,52,15,DSR,7.5
201,25.6,50,15,DSR,7.5
202,24.576,48,15,DSR,7.5
203,26.112,51,15,DSR,7.5
204,25.088,49,15,DSR,7.5
205,27.136,53,15,DSR,7.5
206,29.184,57,15,DSR,7.5
207,28.672,56,15,DSR,7.5
208,29.184,57,15,DSR,7.5
209,27.648,54,15,DSR,7.5
210,29.184,57,15,DSR,7.5
211,26.624,52,15,DSR,7.5
212,26.624,52,15,DSR,7.5
213,26.112,51,15,DSR,7.5
214,27.648,54,15,DSR,7.5
215,28.672,56,15,DSR,7.5
216,28.16,55,15,DSR,7.5
217,28.672,56,15,DSR,7.5
218,28.672,56,15,DSR,7.5
219,28.672,56,15,DSR,7.5
220,28.672,56,15,DSR,7.5
221,28.672,56,15,DSR,7.5
222,26.112,51,15,DSR,7.5
223,27.136,53,15,DSR,7.5
224,27.648,54,15,DSR,7.5
225,28.672,56,15,DSR,7.5
226,28.672,56,15,DSR,7.5
227,28.672,56,15,DSR,7.5
228,28.16,55,15,DSR,7.5
229,26.624,52,15,DSR,7.5
230,24.576,48,15,DSR,7.5
231,26.624,52,15,DSR,7.5
232,28.672,56,15,DSR,7.5
233,29.184,57,15,DSR,7.5
234,28.672,56,15,DSR,7.5
235,28.672,56,15,DSR,7.5
236,28.672,56,15,DSR,7.5
237,28.16,55,15,DSR,7.5
238,28.672,56,15,DSR,7.5
239,28.672,56,15,DSR,7.5
240,28.672,56,15,DSR,7.5
241,27.648,54,15,DSR,7.5
242,26.624,52,15,DSR,7.5
243,26.112,51,15,DSR,7.5
244,28.16,55,15,DSR,7.5
245,28.16,55,15,DSR,7.5
246,26.624,52,15,DSR,7.5
247,27.648,54,15,DSR,7.5
248,28.16,55,15,DSR,7.5
249,28.672,56,15,DSR,7.5
250,28.672,56,15,DSR,7.5
251,28.672,56,15,DSR,7.5
252,28.672,56,15,DSR,7.5
253,26.624,52,15,DSR,7.5
254,25.6,50,15,DSR,7.5
255,28.16,55,15,DSR,7.5
256,29.696,58,15,DSR,7.5
257,30.208,59,15,DSR,7.5
258,30.72,60,15,DSR,7.5
259,30.72,60,15,DSR,7.5
260,30.72,60,15,DSR,7.5
261,30.72,60,15,DSR,7.5
262,30.72,60,15,DSR,7.5
263,30.72,60,15,DSR,7.5
264,30.208,59,15,DSR,7.5
265,30.208,59,15,DSR,7.5
266,31.744,62,15,DSR,7.5
267,30.72,60,15,DSR,7.5
268,29.696,58,15,DSR,7.5
269,30.208,59,15,DSR,7.5
270,30.72,60,15,DSR,7.5
271,27.648,54,15,DSR,7.5
272,29.184,57,15,DSR,7.5
273,29.184,57,15,DSR,7.5
274,30.72,60,15,DSR,7.5
275,28.672,56,15,DSR,7.5
276,30.208,59,15,DSR,7.5
277,29.696,58,15,DSR,7.5
278,29.184,57,15,DSR,7.5
279,31.744,62,15,DSR,7.5
280,30.72,60,15,DSR,7.5
281,30.208,59,15,DSR,7.5
282,30.208,59,15,DSR,7.5
