SimulationSecond,ReceiveRate,PacketsReceived,NumberOfSinks,RoutingProtocol,TransmissionPower
131,6.144,12,5,DSDV,7.5
132,6.144,12,5,DSDV,7.5
133,6.144,12,5,DSDV,7.5
134,6.144,12,5,DSDV,7.5
135,6.144,12,5,DSDV,7.5
136,9.728,19,5,DSDV,7.5
137,10.24,20,5,DSDV,7.5
138,10.24,20,5,DSDV,7.5
139,10.24,20,5,DSDV,7.5
140,10.24,20,5,DSDV,7.5
141,10.24,20,5,DSDV,7.5
142,10.24,20,5,DSDV,7.5
143,10.24,20,5,DSDV,7.5
144,10.24,20,5,DSDV,7.5
145,9.728,19,5,DSDV,7.5
146,8.192,16,5,DSDV,7.5
147,8.192,16,5,DSDV,7.5
148,8.192,16,5,DSDV,7.5
149,8.192,16,5,DSDV,7.5
150,8.192,16,5,DSDV,7.5
151,9.728,19,5,DSDV,7.5
152,10.24,20,5,DSDV,7.5
153,8.704,17,5,DSDV,7.5
154,8.192,16,5,DSDV,7.5
155,8.192,16,5,DSDV,7.5
156,8.192,16,5,DSDV,7.5
157,8.192,16,5,DSDV,7.5
158,8.192,16,5,DSDV,7.5
159,8.192,16,5,DSDV,7.5
160,8.192,16,5,DSDV,7.5
161,8.192,16,5,DSDV,7.5
162,8.192,16,5,DSDV,7.5
163,8.192,16,5,DSDV,7.5
164,8.192,16,5,DSDV,7.5
165,7.168,14,5,DSDV,7.5
166,9.216,18,5,DSDV,7.5
167,10.24,20,5,DSDV,7.5
168,10.24,20,5,DSDV,7.5
169,10.24,20,5,DSDV,7.5
170,10.24,20,5,DSDV,7.5
171,10.24,20,5,DSDV,7.5
172,10.24,20,5,DSDV,7.5
173,10.24,20,5,DSDV,7.5
174,9.216,18,5,DSDV,7.5
175,8.192,16,5,DSDV,7.5
176,8.192,16,5,DSDV,7.5
177,8.192,16,5,DSDV,7.5
178,8.192,16,5,DSDV,7.5
179,8.192,16,5,DSDV,7.5
180,8.192,16,5,DSDV,7.5
181,10.24,20,5,DSDV,7.5
182,10.24,20,5,DSDV,7.5
183,10.24,20,5,DSDV,7.5
184,10.24,20,5,DSDV,7.5
185,10.24,20,5,DSDV,7.5
186,8.192,16,5,DSDV,7.5
187,8.192,16,5,DSDV,7.5
188,8.192,16,5,DSDV,7.5
189,8.192,16,5,DSDV,7.5
190,8.192,16,5,DSDV,7.5
191,6.144,12,5,DSDV,7.5
192,6.144,12,5,DSDV,7.5
193,6.144,12,5,DSDV,7.5
194,6.144,12,5,DSDV,7.5
195,6.144,12,5,DSDV,7.5
196,9.728,19,5,DSDV,7.5
197,10.24,20,5,DSDV,7.5
198,10.24,20,5,DSDV,7.5
199,10.24,20,5,DSDV,7.5
200,10.24,20,5,DSDV,7.5
201,10.24,20,5,DSDV,7.5
202,10.24,20,5,DSDV,7.5
203,10.24,20,5,DSDV,7.5
204,10.24,20,5,DSDV,7.5
205,10.24,20,5,DSDV,7.5
206,10.24,20,5,DSDV,7.5
207,10.24,20,5,DSDV,7.5
208,8.192,16,5,DSDV,7.5
209,8.192,16,5,DSDV,7.5
210,8.192,16,5,DSDV,7.5
211,10.24,20,5,DSDV,7.5
212,8.704,17,5,DSDV,7.5
213,8.192,16,5,DSDV,7.5
214,8.192,16,5,DSDV,7.5
215,8.192,16,5,DSDV,7.5
216,8.192,16,5,DSDV,7.5
217,8.192,16,5,DSDV,7.5
218,8.192,16,5,DSDV,7.5
219,8.192,16,5,DSDV,7.5
220,8.192,16,5,DSDV,7.5
221,8.192,16,5,DSDV,7.5
222,6.144,12,5,DSDV,7.5
223,6.144,12,5,DSDV,7.5
224,6.144,12,5,DSDV,7.5
225,6.144,12,5,DSDV,7.5
226,9.728,19,5,DSDV,7.5
227,10.24,20,5,DSDV,7.5
228,10.24,20,5,DSDV,7.5
229,10.24,20,5,DSDV,7.5
230,9.216,18,5,DSDV,7.5
231,5.12,10,5,DSDV,7.5
232,4.096,8,5,DSDV,7.5
233,5.632,11,5,DSDV,7.5
234,6.144,12,5,DSDV,7.5
235,6.144,12,5,DSDV,7.5
236,6.144,12,5,DSDV,7.5
237,6.144,12,5,DSDV,7.5
238,6.144,12,5,DSDV,7.5
239,6.144,12,5,DSDV,7.5
240,8.192,16,5,DSDV,7.5
241,8.192,16,5,DSDV,7.5
242,8.192,16,5,DSDV,7.5
243,8.192,16,5,DSDV,7.5
244,8.192,16,5,DSDV,7.5
245,8.192,16,5,DSDV,7.5
246,8.192,16,5,DSDV,7.5
247,10.24,20,5,DSDV,7.5
248,10.24,20,5,DSDV,7.5
249,9.216,18,5,DSDV,7.5
250,6.656,13,5,DSDV,7.5
251,6.144,12,5,DSDV,7.5
252,6.144,12,5,DSDV,7.5
253,4.096,8,5,DSDV,7.5
254,4.096,8,5,DSDV,7.5
255,4.096,8,5,DSDV,7.5
256,7.168,14,5,DSDV,7.5
257,8.192,16,5,DSDV,7.5
258,8.192,16,5,DSDV,7.5
259,8.192,16,5,DSDV,7.5
260,8.192,16,5,DSDV,7.5
261,8.192,16,5,DSDV,7.5
262,8.192,16,5,DSDV,7.5
263,8.192,16,5,DSDV,7.5
264,7.168,14,5,DSDV,7.5
265,6.144,12,5,DSDV,7.5
266,6.144,12,5,DSDV,7.5
267,6.144,12,5,DSDV,7.5
268,8.192,16,5,DSDV,7.5
269,8.192,16,5,DSDV,7.5
270,8.192,16,5,DSDV,7.5
271,9.728,19,5,DSDV,7.5
272,10.24,20,5,DSDV,7.5
273,10.24,20,5,DSDV,7.5
274,10.24,20,5,DSDV,7.5
275,10.24,20,5,DSDV,7.5
276,10.24,20,5,DSDV,7.5
277,10.24,20,5,DSDV,7.5
278,10.24,20,5,DSDV,7.5
279,10.24,20,5,DSDV,7.5
280,10.24,20,5,DSDV,7.5
281,9.216,18,5,DSDV,7.5
282,8.192,16,5,DSDV,7.5
283,6.656,13,5,DSDV,7.5
284,6.144,12,5,DSDV,7.5
285,6.144,12,5,DSDV,7.5
286,7.68,15,5,DSDV,7.5
287,7.168,14,5,DSDV,7.5
288,4.096,8,5,DSDV,7.5
289,4.096,8,5,DSDV,7.5
290,2.048,4,5,DSDV,7.5
291,3.584,7,5,DSDV,7.5
292,4.096,8,5,DSDV,7.5
293,4.096,8,5,DSDV,7.5
294,4.096,8,5,DSDV,7.5
295,4.096,8,5,DSDV,7.5
296,4.096,8,5,DSDV,7.5
297,4.096,8,5,DSDV,7.5
298,5.632,11,5,DSDV,7.5
299,6.144,12,5,DSDV,7.5
300,6.144,12,5,DSDV,7.5
301,8.704,17,5,DSDV,7.5
302,10.24,20,5,DSDV,7.5
303,10.24,20,5,DSDV,7.5
304,10.24,20,5,DSDV,7.5
305,10.24,20,5,DSDV,7.5
306,10.24,20,5,DSDV,7.5
307,9.728,19,5,DSDV,7.5
308,6.144,12,5,DSDV,7.5
309,7.168,14,5,DSDV,7.5
310,10.24,20,5,DSDV,7.5
311,10.24,20,5,DSDV,7.5
312,10.24,20,5,DSDV,7.5
313,10.24,20,5,DSDV,7.5
314,10.24,20,5,DSDV,7.5
315,10.24,20,5,DSDV,7.5
316,10.24,20,5,DSDV,7.5
317,10.24,20,5,DSDV,7.5
318,10.24,20,5,DSDV,7.5
319,10.24,20,5,DSDV,7.5
320,10.24,20,5,DSDV,7.5
321,10.24,20,5,DSDV,7.5
322,10.24,20,5,DSDV,7.5
323,10.24,20,5,DSDV,7.5
324,9.216,18,5,DSDV,7.5
325,10.24,20,5,DSDV,7.5
326,10.24,20,5,DSDV,7.5
327,10.24,20,5,DSDV,7.5
328,10.24,20,5,DSDV,7.5
329,10.24,20,5,DSDV,7.5
330,10.24,20,5,DSDV,7.5
331,10.24,20,5,DSDV,7.5
332,10.24,20,5,DSDV,7.5
333,10.24,20,5,DSDV,7.5
334,8.704,17,5,DSDV,7.5
335,8.192,16,5,DSDV,7.5
336,8.192,16,5,DSDV,7.5
337,8.192,16,5,DSDV,7.5
338,8.192,16,5,DSDV,7.5
339,8.192,16,5,DSDV,7.5
340,8.192,16,5,DSDV,7.5
341,8.192,16,5,DSDV,7.5
342,8.192,16,5,DSDV,7.5
343,8.192,16,5,DSDV,7.5
344,6.656,13,5,DSDV,7.5
345,6.144,12,5,DSDV,7.5
346,8.704,17,5,DSDV,7.5
347,10.24,20,5,DSDV,7.5
348,10.24,20,5,DSDV,7.5
349,8.192,16,5,DSDV,7.5
350,8.192,16,5,DSDV,7.5
351,8.192,16,5,DSDV,7.5
352,8.192,16,5,DSDV,7.5
353,11.264,22,5,DSDV,7.5
354,10.24,20,5,DSDV,7.5
355,10.24,20,5,DSDV,7.5
356,10.24,20,5,DSDV,7.5
357,10.24,20,5,DSDV,7.5
358,10.24,20,5,DSDV,7.5
359,10.24,20,5,DSDV,7.5
360,10.24,20,5,DSDV,7.5
361,10.24,20,5,DSDV,7.5
362,10.24,20,5,DSDV,7.5
363,10.24,20,5,DSDV,7.5
364,10.24,20,5,DSDV,7.5
365,10.24,20,5,DSDV,7.5
366,10.24,20,5,DSDV,7.5
367,9.216,18,5,DSDV,7.5
368,9.216,18,5,DSDV,7.5
369,8.704,17,5,DSDV,7.5
370,8.192,16,5,DSDV,7.5
371,8.192,16,5,DSDV,7.5
372,8.192,16,5,DSDV,7.5
373,8.192,16,5,DSDV,7.5
374,8.192,16,5,DSDV,7.5
375,8.192,16,5,DSDV,7.5
376,9.728,19,5,DSDV,7.5
377,10.24,20,5,DSDV,7.5
378,10.24,20,5,DSDV,7.5
379,10.24,20,5,DSDV,7.5
380,10.24,20,5,DSDV,7.5
381,10.24,20,5,DSDV,7.5
382,10.24,20,5,DSDV,7.5
383,10.24,20,5,DSDV,7.5
384,10.24,20,5,DSDV,7.5
385,10.24,20,5,DSDV,7.5
386,10.24,20,5,DSDV,7.5
387,10.24,20,5,DSDV,7.5
388,9.216,18,5,DSDV,7.5
389,8.192,16,5,DSDV,7.5
390,8.192,16,5,DSDV,7.5
391,9.728,19,5,DSDV,7.5
392,10.24,20,5,DSDV,7.5
393,10.24,20,5,DSDV,7.5
394,10.24,20,5,DSDV,7.5
395,10.24,20,5,DSDV,7.5
396,8.704,17,5,DSDV,7.5
397,6.144,12,5,DSDV,7.5
398,5.632,11,5,DSDV,7.5
399,4.096,8,5,DSDV,7.5
400,4.096,8,5,DSDV,7.5
401,4.096,8,5,DSDV,7.5
402,3.072,6,5,DSDV,7.5
403,2.048,4,5,DSDV,7.5
404,2.048,4,5,DSDV,7.5
405,2.048,4,5,DSDV,7.5
406,5.632,11,5,DSDV,7.5
407,8.192,16,5,DSDV,7.5
408,8.192,16,5,DSDV,7.5
409,6.144,12,5,DSDV,7.5
410,4.608,9,5,DSDV,7.5
411,4.096,8,5,DSDV,7.5
412,4.096,8,5,DSDV,7.5
413,4.608,9,5,DSDV,7.5
414,6.144,12,5,DSDV,7.5
415,6.144,12,5,DSDV,7.5
416,6.144,12,5,DSDV,7.5
417,6.144,12,5,DSDV,7.5
418,5.12,10,5,DSDV,7.5
419,4.096,8,5,DSDV,7.5
420,4.096,8,5,DSDV,7.5
421,7.68,15,5,DSDV,7.5
422,10.24,20,5,DSDV,7.5
423,6.144,12,5,DSDV,7.5
424,6.144,12,5,DSDV,7.5
425,6.656,13,5,DSDV,7.5
426,8.192,16,5,DSDV,7.5
427,8.192,16,5,DSDV,7.5
428,8.192,16,5,DSDV,7.5
429,8.192,16,5,DSDV,7.5
430,8.192,16,5,DSDV,7.5
431,7.168,14,5,DSDV,7.5
432,6.144,12,5,DSDV,7.5
433,6.144,12,5,DSDV,7.5
434,6.144,12,5,DSDV,7.5
435,6.144,12,5,DSDV,7.5
436,8.704,17,5,DSDV,7.5
437,9.216,18,5,DSDV,7.5
438,8.192,16,5,DSDV,7.5
439,8.192,16,5,DSDV,7.5
440,9.216,18,5,DSDV,7.5
441,9.728,19,5,DSDV,7.5
442,8.192,16,5,DSDV,7.5
443,8.192,16,5,DSDV,7.5
444,8.192,16,5,DSDV,7.5
445,8.192,16,5,DSDV,7.5
446,8.192,16,5,DSDV,7.5
447,8.192,16,5,DSDV,7.5
448,8.192,16,5,DSDV,7.5
449,8.192,16,5,DSDV,7.5
450,8.192,16,5,DSDV,7.5
451,9.216,18,5,DSDV,7.5
452,10.24,20,5,DSDV,7.5
453,10.24,20,5,DSDV,7.5
454,10.24,20,5,DSDV,7.5
455,9.728,19,5,DSDV,7.5
456,8.192,16,5,DSDV,7.5
457,8.192,16,5,DSDV,7.5
458,8.192,16,5,DSDV,7.5
459,8.192,16,5,DSDV,7.5
460,8.192,16,5,DSDV,7.5
461,8.192,16,5,DSDV,7.5
462,7.168,14,5,DSDV,7.5
463,6.144,12,5,DSDV,7.5
464,6.144,12,5,DSDV,7.5
465,6.144,12,5,DSDV,7.5
466,9.216,18,5,DSDV,7.5
467,9.728,19,5,DSDV,7.5
468,8.192,16,5,DSDV,7.5
469,8.192,16,5,DSDV,7.5
470,8.192,16,5,DSDV,7.5
471,8.192,16,5,DSDV,7.5
472,8.192,16,5,DSDV,7.5
473,8.192,16,5,DSDV,7.5
474,8.192,16,5,DSDV,7.5
475,8.192,16,5,DSDV,7.5
476,8.192,16,5,DSDV,7.5
477,8.192,16,5,DSDV,7.5
478,8.192,16,5,DSDV,7.5
479,10.24,20,5,DSDV,7.5
480,10.24,20,5,DSDV,7.5
481,10.24,20,5,DSDV,7.5
482,10.24,20,5,DSDV,7.5
483,10.24,20,5,DSDV,7.5
484,10.24,20,5,DSDV,7.5
485,10.24,20,5,DSDV,7.5
486,10.24,20,5,DSDV,7.5
487,10.24,20,5,DSDV,7.5
488,10.24,20,5,DSDV,7.5
489,10.24,20,5,DSDV,7.5
490,10.24,20,5,DSDV,7.5
491,9.728,19,5,DSDV,7.5
492,9.728,19,5,DSDV,7.5
493,10.24,20,5,DSDV,7.5
494,10.24,20,5,DSDV,7.5
495,10.24,20,5,DSDV,7.5
496,10.24,20,5,DSDV,7.5
497,10.24,20,5,DSDV,7.5
498,10.24,20,5,DSDV,7.5
499,10.24,20,5,DSDV,7.5
500,10.24,20,5,DSDV,7.5
501,10.24,20,5,DSDV,7.5
502,10.24,20,5,DSDV,7.5
503,10.24,20,5,DSDV,7.5
504,10.24,20,5,DSDV,7.5
505,10.24,20,5,DSDV,7.5
506,10.24,20,5,DSDV,7.5
507,10.24,20,5,DSDV,7.5
508,10.24,20,5,DSDV,7.5
509,10.24,20,5,DSDV,7.5
510,10.24,20,5,DSDV,7.5
511,10.24,20,5,DSDV,7.5
512,10.24,20,5,DSDV,7.5
513,10.24,20,5,DSDV,7.5
514,10.24,20,5,DSDV,7.5
515,8.192,16,5,DSDV,7.5
516,9.728,19,5,DSDV,7.5
517,10.24,20,5,DSDV,7.5
518,10.24,20,5,DSDV,7.5
519,10.24,20,5,DSDV,7.5
520,10.24,20,5,DSDV,7.5
521,10.24,20,5,DSDV,7.5
522,10.24,20,5,DSDV,7.5
523,10.24,20,5,DSDV,7.5
524,10.24,20,5,DSDV,7.5
525,10.24,20,5,DSDV,7.5
526,10.24,20,5,DSDV,7.5
527,10.24,20,5,DSDV,7.5
528,10.24,20,5,DSDV,7.5
529,10.24,20,5,DSDV,7.5
530,9.216,18,5,DSDV,7.5
531,8.192,16,5,DSDV,7.5
532,8.192,16,5,DSDV,7.5
533,8.192,16,5,DSDV,7.5
534,8.192,16,5,DSDV,7.5
535,8.192,16,5,DSDV,7.5
536,8.192,16,5,DSDV,7.5
537,8.192,16,5,DSDV,7.5
538,8.192,16,5,DSDV,7.5
539,8.192,16,5,DSDV,7.5
540,8.192,16,5,DSDV,7.5
541,8.192,16,5,DSDV,7.5
542,8.192,16,5,DSDV,7.5
543,8.192,16,5,DSDV,7.5
544,8.704,17,5,DSDV,7.5
545,8.192,16,5,DSDV,7.5
546,8.192,16,5,DSDV,7.5
547,8.192,16,5,DSDV,7.5
548,6.656,13,5,DSDV,7.5
549,6.144,12,5,DSDV,7.5
550,6.144,12,5,DSDV,7.5
551,6.144,12,5,DSDV,7.5
552,6.144,12,5,DSDV,7.5
553,6.144,12,5,DSDV,7.5
554,6.144,12,5,DSDV,7.5
555,6.144,12,5,DSDV,7.5
556,8.192,16,5,DSDV,7.5
557,10.24,20,5,DSDV,7.5
558,9.728,19,5,DSDV,7.5
559,8.192,16,5,DSDV,7.5
560,8.192,16,5,DSDV,7.5
561,8.192,16,5,DSDV,7.5
562,8.704,17,5,DSDV,7.5
563,10.24,20,5,DSDV,7.5
564,10.24,20,5,DSDV,7.5
565,9.216,18,5,DSDV,7.5
566,8.192,16,5,DSDV,7.5
567,8.192,16,5,DSDV,7.5
568,8.192,16,5,DSDV,7.5
569,8.192,16,5,DSDV,7.5
570,7.168,14,5,DSDV,7.5
571,8.192,16,5,DSDV,7.5
572,9.216,18,5,DSDV,7.5
573,8.192,16,5,DSDV,7.5
574,8.192,16,5,DSDV,7.5
575,8.192,16,5,DSDV,7.5
576,8.192,16,5,DSDV,7.5
577,8.192,16,5,DSDV,7.5
578,4.608,9,5,DSDV,7.5
579,5.632,11,5,DSDV,7.5
580,6.144,12,5,DSDV,7.5
581,6.144,12,5,DSDV,7.5
582,6.144,12,5,DSDV,7.5
583,4.096,8,5,DSDV,7.5
584,4.096,8,5,DSDV,7.5
585,4.096,8,5,DSDV,7.5
586,4.608,9,5,DSDV,7.5
587,5.632,11,5,DSDV,7.5
588,5.12,10,5,DSDV,7.5
589,6.144,12,5,DSDV,7.5
590,6.144,12,5,DSDV,7.5
591,6.144,12,5,DSDV,7.5
592,8.192,16,5,DSDV,7.5
593,8.192,16,5,DSDV,7.5
594,8.192,16,5,DSDV,7.5
595,8.192,16,5,DSDV,7.5
596,8.192,16,5,DSDV,7.5
597,8.192,16,5,DSDV,7.5
598,7.68,15,5,DSDV,7.5
599,6.144,12,5,DSDV,7.5
600,6.144,12,5,DSDV,7.5
601,8.192,16,5,DSDV,7.5
602,10.24,20,5,DSDV,7.5
603,10.24,20,5,DSDV,7.5
604,10.24,20,5,DSDV,7.5
605,10.24,20,5,DSDV,7.5
606,10.24,20,5,DSDV,7.5
607,10.24,20,5,DSDV,7.5
608,10.24,20,5,DSDV,7.5
609,10.24,20,5,DSDV,7.5
610,10.24,20,5,DSDV,7.5
611,10.24,20,5,DSDV,7.5
612,10.24,20,5,DSDV,7.5
613,10.24,20,5,DSDV,7.5
614,9.728,19,5,DSDV,7.5
615,8.192,16,5,DSDV,7.5
616,8.704,17,5,DSDV,7.5
617,10.24,20,5,DSDV,7.5
618,10.24,20,5,DSDV,7.5
619,10.24,20,5,DSDV,7.5
620,10.24,20,5,DSDV,7.5
621,10.24,20,5,DSDV,7.5
622,10.24,20,5,DSDV,7.5
623,10.24,20,5,DSDV,7.5
624,10.24,20,5,DSDV,7.5
625,10.24,20,5,DSDV,7.5
626,10.24,20,5,DSDV,7.5
627,10.24,20,5,DSDV,7.5
628,10.24,20,5,DSDV,7.5
629,10.24,20,5,DSDV,7.5
630,10.24,20,5,DSDV,7.5
631,10.24,20,5,DSDV,7.5
632,10.24,20,5,DSDV,7.5
633,10.24,20,5,DSDV,7.5
634,10.24,20,5,DSDV,7.5
635,10.24,20,5,DSDV,7.5
636,10.24,20,5,DSDV,7.5
637,10.24,20,5,DSDV,7.5
638,10.24,20,5,DSDV,7.5
639,9.728,19,5,DSDV,7.5
640,8.192,16,5,DSDV,7.5
641,8.192,16,5,DSDV,7.5
642,7.168,14,5,DSDV,7.5
643,6.144,12,5,DSDV,7.5
644,6.144,12,5,DSDV,7.5
645,6.144,12,5,DSDV,7.5
646,7.68,15,5,DSDV,7.5
647,10.24,20,5,DSDV,7.5
648,8.704,17,5,DSDV,7.5
649,9.216,18,5,DSDV,7.5
650,10.24,20,5,DSDV,7.5
651,10.24,20,5,DSDV,7.5
652,10.24,20,5,DSDV,7.5
653,8.192,16,5,DSDV,7.5
654,8.192,16,5,DSDV,7.5
655,8.192,16,5,DSDV,7.5
656,8.192,16,5,DSDV,7.5
657,8.192,16,5,DSDV,7.5
658,8.192,16,5,DSDV,7.5
659,8.192,16,5,DSDV,7.5
660,8.192,16,5,DSDV,7.5
661,8.704,17,5,DSDV,7.5
662,10.24,20,5,DSDV,7.5
663,10.24,20,5,DSDV,7.5
664,10.24,20,5,DSDV,7.5
665,10.24,20,5,DSDV,7.5
666,10.24,20,5,DSDV,7.5
667,10.24,20,5,DSDV,7.5
668,10.24,20,5,DSDV,7.5
669,10.24,20,5,DSDV,7.5
670,10.24,20,5,DSDV,7.5
671,7.168,14,5,DSDV,7.5
672,6.144,12,5,DSDV,7.5
673,6.144,12,5,DSDV,7.5
674,6.144,12,5,DSDV,7.5
675,6.144,12,5,DSDV,7.5
676,8.192,16,5,DSDV,7.5
677,10.24,20,5,DSDV,7.5
678,9.216,18,5,DSDV,7.5
679,6.656,13,5,DSDV,7.5
680,6.144,12,5,DSDV,7.5
681,6.144,12,5,DSDV,7.5
682,6.144,12,5,DSDV,7.5
683,8.192,16,5,DSDV,7.5
684,7.168,14,5,DSDV,7.5
685,6.144,12,5,DSDV,7.5
686,6.144,12,5,DSDV,7.5
687,5.632,11,5,DSDV,7.5
688,4.096,8,5,DSDV,7.5
689,6.144,12,5,DSDV,7.5
690,6.656,13,5,DSDV,7.5
691,8.704,17,5,DSDV,7.5
692,10.24,20,5,DSDV,7.5
693,10.24,20,5,DSDV,7.5
694,10.24,20,5,DSDV,7.5
695,10.24,20,5,DSDV,7.5
696,10.24,20,5,DSDV,7.5
697,10.24,20,5,DSDV,7.5
698,10.24,20,5,DSDV,7.5
699,10.24,20,5,DSDV,7.5
700,10.24,20,5,DSDV,7.5
701,10.24,20,5,DSDV,7.5
702,10.24,20,5,DSDV,7.5
703,10.24,20,5,DSDV,7.5
704,10.24,20,5,DSDV,7.5
705,10.24,20,5,DSDV,7.5
706,10.24,20,5,DSDV,7.5
707,10.24,20,5,DSDV,7.5
708,10.24,20,5,DSDV,7.5
709,10.24,20,5,DSDV,7.5
710,10.24,20,5,DSDV,7.5
711,10.24,20,5,DSDV,7.5
712,8.704,17,5,DSDV,7.5
713,9.728,19,5,DSDV,7.5
714,10.24,20,5,DSDV,7.5
715,10.24,20,5,DSDV,7.5
716,10.24,20,5,DSDV,7.5
717,10.24,20,5,DSDV,7.5
718,8.704,17,5,DSDV,7.5
719,8.192,16,5,DSDV,7.5
720,8.704,17,5,DSDV,7.5
721,10.24,20,5,DSDV,7.5
722,10.24,20,5,DSDV,7.5
723,8.192,16,5,DSDV,7.5
724,8.192,16,5,DSDV,7.5
725,8.192,16,5,DSDV,7.5
726,9.216,18,5,DSDV,7.5
727,10.24,20,5,DSDV,7.5
728,10.24,20,5,DSDV,7.5
729,9.728,19,5,DSDV,7.5
730,8.192,16,5,DSDV,7.5
731,8.192,16,5,DSDV,7.5
732,8.192,16,5,DSDV,7.5
733,8.192,16,5,DSDV,7.5
734,8.192,16,5,DSDV,7.5
735,8.192,16,5,DSDV,7.5
736,8.704,17,5,DSDV,7.5
737,10.24,20,5,DSDV,7.5
738,10.24,20,5,DSDV,7.5
739,10.24,20,5,DSDV,7.5
740,10.24,20,5,DSDV,7.5
741,9.216,18,5,DSDV,7.5
