SimulationSecond,ReceiveRate,PacketsReceived,NumberOfSinks,RoutingProtocol,TransmissionPower
415,9.216,18,5,DSR,7.5
416,10.24,20,5,DSR,7.5
417,10.24,20,5,DSR,7.5
418,10.24,20,5,DSR,7.5
419,10.24,20,5,DSR,7.5
420,10.24,20,5,DSR,7.5
421,10.24,20,5,DSR,7.5
422,10.24,20,5,DSR,7.5
423,9.216,18,5,DSR,7.5
424,9.728,19,5,DSR,7.5
425,9.216,18,5,DSR,7.5
426,8.192,16,5,DSR,7.5
427,8.192,16,5,DSR,7.5
428,8.704,17,5,DSR,7.5
429,10.752,21,5,DSR,7.5
430,10.24,20,5,DSR,7.5
431,10.24,20,5,DSR,7.5
432,10.24,20,5,DSR,7.5
433,10.24,20,5,DSR,7.5
434,10.24,20,5,DSR,7.5
435,9.216,18,5,DSR,7.5
436,8.704,17,5,DSR,7.5
437,7.68,15,5,DSR,7.5
438,8.704,17,5,DSR,7.5
439,8.192,16,5,DSR,7.5
440,8.192,16,5,DSR,7.5
441,8.192,16,5,DSR,7.5
442,10.752,21,5,DSR,7.5
443,10.24,20,5,DSR,7.5
444,10.24,20,5,DSR,7.5
445,10.24,20,5,DSR,7.5
446,10.24,20,5,DSR,7.5
447,8.704,17,5,DSR,7.5
448,8.192,16,5,DSR,7.5
449,8.192,16,5,DSR,7.5
450,8.192,16,5,DSR,7.5
451,8.192,16,5,DSR,7.5
452,8.192,16,5,DSR,7.5
453,8.192,16,5,DSR,7.5
454,8.192,16,5,DSR,7.5
455,6.144,12,5,DSR,7.5
456,7.68,15,5,DSR,7.5
457,8.192,16,5,DSR,7.5
458,8.192,16,5,DSR,7.5
459,8.192,16,5,DSR,7.5
460,8.192,16,5,DSR,7.5
461,9.216,18,5,DSR,7.5
462,10.24,20,5,DSR,7.5
463,9.728,19,5,DSR,7.5
464,10.24,20,5,DSR,7.5
465,10.24,20,5,DSR,7.5
466,10.24,20,5,DSR,7.5
467,9.728,19,5,DSR,7.5
468,8.192,16,5,DSR,7.5
469,8.192,16,5,DSR,7.5
470,8.192,16,5,DSR,7.5
471,8.192,16,5,DSR,7.5
472,8.192,16,5,DSR,7.5
473,8.192,16,5,DSR,7.5
474,8.192,16,5,DSR,7.5
475,8.192,16,5,DSR,7.5
476,8.192,16,5,DSR,7.5
477,8.192,16,5,DSR,7.5
478,8.192,16,5,DSR,7.5
479,8.192,16,5,DSR,7.5
480,8.192,16,5,DSR,7.5
481,8.192,16,5,DSR,7.5
482,8.192,16,5,DSR,7.5
483,8.192,16,5,DSR,7.5
484,41.984,82,5,DSR,7.5
485,8.704,17,5,DSR,7.5
486,10.24,20,5,DSR,7.5
487,10.24,20,5,DSR,7.5
488,10.24,20,5,DSR,7.5
489,10.24,20,5,DSR,7.5
490,10.24,20,5,DSR,7.5
491,10.24,20,5,DSR,7.5
492,9.216,18,5,DSR,7.5
493,10.24,20,5,DSR,7.5
494,10.24,20,5,DSR,7.5
495,10.24,20,5,DSR,7.5
496,10.24,20,5,DSR,7.5
497,10.24,20,5,DSR,7.5
498,10.24,20,5,DSR,7.5
499,10.24,20,5,DSR,7.5
500,10.24,20,5,DSR,7.5
501,10.24,20,5,DSR,7.5
502,10.24,20,5,DSR,7.5
503,10.24,20,5,DSR,7.5
504,10.24,20,5,DSR,7.5
505,10.24,20,5,DSR,7.5
506,10.24,20,5,DSR,7.5
507,10.24,20,5,DSR,7.5
508,10.24,20,5,DSR,7.5
509,10.24,20,5,DSR,7.5
510,10.24,20,5,DSR,7.5
511,9.216,18,5,DSR,7.5
512,9.216,18,5,DSR,7.5
513,10.24,20,5,DSR,7.5
514,10.24,20,5,DSR,7.5
515,10.24,20,5,DSR,7.5
516,10.24,20,5,DSR,7.5
517,10.24,20,5,DSR,7.5
518,10.24,20,5,DSR,7.5
519,10.24,20,5,DSR,7.5
520,10.24,20,5,DSR,7.5
521,10.24,20,5,DSR,7.5
522,10.24,20,5,DSR,7.5
523,10.24,20,5,DSR,7.5
524,10.24,20,5,DSR,7.5
525,10.24,20,5,DSR,7.5
526,10.24,20,5,DSR,7.5
527,9.216,18,5,DSR,7.5
528,10.24,20,5,DSR,7.5
529,10.24,20,5,DSR,7.5
530,9.728,19,5,DSR,7.5
531,10.24,20,5,DSR,7.5
532,10.24,20,5,DSR,7.5
533,10.24,20,5,DSR,7.5
534,10.24,20,5,DSR,7.5
535,9.728,19,5,DSR,7.5
536,9.728,19,5,DSR,7.5
537,9.728,19,5,DSR,7.5
538,8.704,17,5,DSR,7.5
539,10.24,20,5,DSR,7.5
540,10.24,20,5,DSR,7.5
541,10.24,20,5,DSR,7.5
542,10.24,20,5,DSR,7.5
543,10.24,20,5,DSR,7.5
544,10.24,20,5,DSR,7.5
545,10.24,20,5,DSR,7.5
546,10.24,20,5,DSR,7.5
547,9.216,18,5,DSR,7.5
548,9.216,18,5,DSR,7.5
549,9.216,18,5,DSR,7.5
550,10.752,21,5,DSR,7.5
551,9.216,18,5,DSR,7.5
552,10.752,21,5,DSR,7.5
553,10.24,20,5,DSR,7.5
554,10.24,20,5,DSR,7.5
555,10.24,20,5,DSR,7.5
556,10.24,20,5,DSR,7.5
557,10.24,20,5,DSR,7.5
558,10.24,20,5,DSR,7.5
559,10.24,20,5,DSR,7.5
560,10.24,20,5,DSR,7.5
561,10.24,20,5,DSR,7.5
562,10.24,20,5,DSR,7.5
563,10.24,20,5,DSR,7.5
564,10.24,20,5,DSR,7.5
565,10.24,20,5,DSR,7.5
566,10.24,20,5,DSR,7.5
567,10.24,20,5,DSR,7.5
568,10.24,20,5,DSR,7.5
569,10.24,20,5,DSR,7.5
570,9.216,18,5,DSR,7.5
571,10.24,20,5,DSR,7.5
572,9.216,18,5,DSR,7.5
573,8.192,16,5,DSR,7.5
574,7.68,15,5,DSR,7.5
575,10.752,21,5,DSR,7.5
576,10.24,20,5,DSR,7.5
577,10.24,20,5,DSR,7.5
578,10.24,20,5,DSR,7.5
579,10.24,20,5,DSR,7.5
580,10.24,20,5,DSR,7.5
581,8.192,16,5,DSR,7.5
582,9.728,19,5,DSR,7.5
583,8.704,17,5,DSR,7.5
584,10.752,21,5,DSR,7.5
585,9.728,19,5,DSR,7.5
586,9.216,18,5,DSR,7.5
587,8.192,16,5,DSR,7.5
588,10.752,21,5,DSR,7.5
589,10.24,20,5,DSR,7.5
590,10.24,20,5,DSR,7.5
591,10.24,20,5,DSR,7.5
592,10.24,20,5,DSR,7.5
593,10.24,20,5,DSR,7.5
594,9.216,18,5,DSR,7.5
595,7.168,14,5,DSR,7.5
596,9.216,18,5,DSR,7.5
597,8.192,16,5,DSR,7.5
598,8.192,16,5,DSR,7.5
599,8.192,16,5,DSR,7.5
600,8.192,16,5,DSR,7.5
601,8.192,16,5,DSR,7.5
602,7.168,14,5,DSR,7.5
603,9.216,18,5,DSR,7.5
604,8.192,16,5,DSR,7.5
605,8.192,16,5,DSR,7.5
606,8.192,16,5,DSR,7.5
607,8.192,16,5,DSR,7.5
608,7.168,14,5,DSR,7.5
609,9.216,18,5,DSR,7.5
610,8.192,16,5,DSR,7.5
611,7.68,15,5,DSR,7.5
612,8.704,17,5,DSR,7.5
613,8.192,16,5,DSR,7.5
614,7.168,14,5,DSR,7.5
615,9.216,18,5,DSR,7.5
616,7.68,15,5,DSR,7.5
617,8.192,16,5,DSR,7.5
618,8.192,16,5,DSR,7.5
619,8.192,16,5,DSR,7.5
620,8.192,16,5,DSR,7.5
621,8.192,16,5,DSR,7.5
622,9.216,18,5,DSR,7.5
623,7.68,15,5,DSR,7.5
624,8.704,17,5,DSR,7.5
625,8.192,16,5,DSR,7.5
626,7.68,15,5,DSR,7.5
627,8.704,17,5,DSR,7.5
628,8.192,16,5,DSR,7.5
629,8.192,16,5,DSR,7.5
630,8.192,16,5,DSR,7.5
631,7.68,15,5,DSR,7.5
632,13.824,27,5,DSR,7.5
633,10.24,20,5,DSR,7.5
634,10.24,20,5,DSR,7.5
635,10.24,20,5,DSR,7.5
636,10.24,20,5,DSR,7.5
637,10.24,20,5,DSR,7.5
638,10.24,20,5,DSR,7.5
639,9.216,18,5,DSR,7.5
640,10.752,21,5,DSR,7.5
641,10.24,20,5,DSR,7.5
642,10.24,20,5,DSR,7.5
643,10.24,20,5,DSR,7.5
644,10.24,20,5,DSR,7.5
645,10.24,20,5,DSR,7.5
646,10.24,20,5,DSR,7.5
647,10.24,20,5,DSR,7.5
648,10.24,20,5,DSR,7.5
649,10.24,20,5,DSR,7.5
650,10.24,20,5,DSR,7.5
651,10.24,20,5,DSR,7.5
652,10.24,20,5,DSR,7.5
653,9.728,19,5,DSR,7.5
654,10.24,20,5,DSR,7.5
655,10.24,20,5,DSR,7.5
656,10.24,20,5,DSR,7.5
657,10.24,20,5,DSR,7.5
658,10.24,20,5,DSR,7.5
659,10.24,20,5,DSR,7.5
660,10.24,20,5,DSR,7.5
661,10.24,20,5,DSR,7.5
662,10.24,20,5,DSR,7.5
663,10.24,20,5,DSR,7.5
664,10.24,20,5,DSR,7.5
665,10.24,20,5,DSR,7.5
666,10.24,20,5,DSR,7.5
667,10.24,20,5,DSR,7.5
668,10.24,20,5,DSR,7.5
669,10.24,20,5,DSR,7.5
670,10.24,20,5,DSR,7.5
671,9.728,19,5,DSR,7.5
672,10.24,20,5,DSR,7.5
673,10.24,20,5,DSR,7.5
674,10.24,20,5,DSR,7.5
675,10.24,20,5,DSR,7.5
676,8.704,17,5,DSR,7.5
677,10.24,20,5,DSR,7.5
678,9.728,19,5,DSR,7.5
679,10.24,20,5,DSR,7.5
680,10.24,20,5,DSR,7.5
681,10.24,20,5,DSR,7.5
682,10.24,20,5,DSR,7.5
683,10.24,20,5,DSR,7.5
684,8.192,16,5,DSR,7.5
685,8.192,16,5,DSR,7.5
686,8.192,16,5,DSR,7.5
687,15.872,31,5,DSR,7.5
688,10.24,20,5,DSR,7.5
689,9.216,18,5,DSR,7.5
690,9.728,19,5,DSR,7.5
691,10.24,20,5,DSR,7.5
692,10.24,20,5,DSR,7.5
693,10.24,20,5,DSR,7.5
694,10.24,20,5,DSR,7.5
695,10.24,20,5,DSR,7.5
696,10.24,20,5,DSR,7.5
697,10.24,20,5,DSR,7.5
698,10.24,20,5,DSR,7.5
699,10.24,20,5,DSR,7.5
700,10.24,20,5,DSR,7.5
701,10.24,20,5,DSR,7.5
702,10.24,20,5,DSR,7.5
703,10.24,20,5,DSR,7.5
704,10.24,20,5,DSR,7.5
705,10.24,20,5,DSR,7.5
706,10.24,20,5,DSR,7.5
707,9.728,19,5,DSR,7.5
708,10.752,21,5,DSR,7.5
709,9.728,19,5,DSR,7.5
710,10.24,20,5,DSR,7.5
711,10.24,20,5,DSR,7.5
712,10.24,20,5,DSR,7.5
713,10.24,20,5,DSR,7.5
714,10.24,20,5,DSR,7.5
715,10.24,20,5,DSR,7.5
716,10.24,20,5,DSR,7.5
717,9.728,19,5,DSR,7.5
718,10.24,20,5,DSR,7.5
719,10.24,20,5,DSR,7.5
720,10.24,20,5,DSR,7.5
721,10.24,20,5,DSR,7.5
722,10.24,20,5,DSR,7.5
723,9.216,18,5,DSR,7.5
724,10.24,20,5,DSR,7.5
725,10.24,20,5,DSR,7.5
726,10.24,20,5,DSR,7.5
727,9.728,19,5,DSR,7.5
728,10.24,20,5,DSR,7.5
729,9.728,19,5,DSR,7.5
730,10.752,21,5,DSR,7.5
731,10.24,20,5,DSR,7.5
732,10.24,20,5,DSR,7.5
733,10.24,20,5,DSR,7.5
734,10.24,20,5,DSR,7.5
735,10.24,20,5,DSR,7.5
736,10.24,20,5,DSR,7.5
737,10.24,20,5,DSR,7.5
738,10.24,20,5,DSR,7.5
739,10.24,20,5,DSR,7.5
740,10.24,20,5,DSR,7.5
741,9.728,19,5,DSR,7.5
742,10.24,20,5,DSR,7.5
743,10.24,20,5,DSR,7.5
744,10.24,20,5,DSR,7.5
745,10.24,20,5,DSR,7.5
746,9.728,19,5,DSR,7.5
747,10.752,21,5,DSR,7.5
748,10.24,20,5,DSR,7.5
749,10.24,20,5,DSR,7.5
750,9.728,19,5,DSR,7.5
751,10.24,20,5,DSR,7.5
752,10.24,20,5,DSR,7.5
753,10.24,20,5,DSR,7.5
754,10.24,20,5,DSR,7.5
755,10.24,20,5,DSR,7.5
756,10.24,20,5,DSR,7.5
757,10.24,20,5,DSR,7.5
758,9.728,19,5,DSR,7.5
759,10.24,20,5,DSR,7.5
760,10.24,20,5,DSR,7.5
761,10.24,20,5,DSR,7.5
762,10.24,20,5,DSR,7.5
763,10.24,20,5,DSR,7.5
764,9.728,19,5,DSR,7.5
765,10.24,20,5,DSR,7.5
766,10.24,20,5,DSR,7.5
767,10.24,20,5,DSR,7.5
768,10.24,20,5,DSR,7.5
769,10.24,20,5,DSR,7.5
770,10.24,20,5,DSR,7.5
771,10.24,20,5,DSR,7.5
772,10.24,20,5,DSR,7.5
773,10.24,20,5,DSR,7.5
774,10.24,20,5,DSR,7.5
775,10.24,20,5,DSR,7.5
776,10.24,20,5,DSR,7.5
777,10.24,20,5,DSR,7.5
778,10.24,20,5,DSR,7.5
779,10.24,20,5,DSR,7.5
780,10.24,20,5,DSR,7.5
781,10.24,20,5,DSR,7.5
782,10.24,20,5,DSR,7.5
